LineId,Label,Timestamp,Date,User,Month,Day,Time,Location,Component,PID,Content,EventId,EventTemplate,ParameterList
473,-,1131563547,2005.11.09,tbird-admin1,Nov,9,11:12:27,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1691,data_thread() got not answer from any [Thunderbird_A2] datasource,6391d957,data_thread() got not answer from any <*> datasource,['[Thunderbird_A2]']
474,-,1131563547,2005.11.09,tbird-admin1,Nov,9,11:12:27,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1691,data_thread() got not answer from any [Thunderbird_B5] datasource,6391d957,data_thread() got not answer from any <*> datasource,['[Thunderbird_B5]']
475,-,1131563547,2005.11.09,tbird-admin1,Nov,9,11:12:27,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1691,data_thread() got not answer from any [Thunderbird_D8] datasource,6391d957,data_thread() got not answer from any <*> datasource,['[Thunderbird_D8]']
476,-,1131563548,2005.11.09,dn116,Nov,9,11:12:28,dn116/dn116,ntpd,6949,"synchronized to 10.100.28.250, stratum 3",ef226888,synchronized to <*> stratum <*>,"['10.100.28.250,', '3']"
477,-,1131563548,2005.11.09,tbird-admin1,Nov,9,11:12:28,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1691,data_thread() got not answer from any [Thunderbird_B8] datasource,6391d957,data_thread() got not answer from any <*> datasource,['[Thunderbird_B8]']
478,-,1131563548,2005.11.09,tbird-admin1,Nov,9,11:12:28,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1691,data_thread() got not answer from any [Thunderbird_D4] datasource,6391d957,data_thread() got not answer from any <*> datasource,['[Thunderbird_D4]']
479,-,1131563548,2005.11.09,tbird-sm1,Nov,9,11:12:28,src@tbird-sm1,ib_sm.x,24904,[ib_sm_sweep.c:1455]: No topology change,eb0cfa2a,[ib_sm_sweep.c:1455]: No topology change,[]
480,-,1131563548,2005.11.09,tbird-sm1,Nov,9,11:12:28,src@tbird-sm1,ib_sm.x,24904,[ib_sm_sweep.c:1482]: No configuration change required,9db750e6,[ib_sm_sweep.c:1482]: No configuration change required,[]
481,-,1131563549,2005.11.09,bn314,Nov,9,11:12:29,bn314/bn314,ntpd,30337,"synchronized to 10.100.20.250, stratum 3",ef226888,synchronized to <*> stratum <*>,"['10.100.20.250,', '3']"
482,-,1131563550,2005.11.09,tbird-admin1,Nov,9,11:12:30,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1691,data_thread() got not answer from any [Thunderbird_A4] datasource,6391d957,data_thread() got not answer from any <*> datasource,['[Thunderbird_A4]']
483,-,1131563551,2005.11.09,cn422,Nov,9,11:12:31,cn422/cn422,ntpd,1870,"synchronized to 10.100.20.250, stratum 3",ef226888,synchronized to <*> stratum <*>,"['10.100.20.250,', '3']"
484,-,1131563551,2005.11.09,cn629,Nov,9,11:12:31,cn629/cn629,ntpd,18566,"synchronized to 10.100.20.250, stratum 3",ef226888,synchronized to <*> stratum <*>,"['10.100.20.250,', '3']"
485,-,1131563554,2005.11.09,cn19,Nov,9,11:12:34,cn19/cn19,ntpd,13098,"synchronized to 10.100.20.250, stratum 3",ef226888,synchronized to <*> stratum <*>,"['10.100.20.250,', '3']"
486,-,1131563555,2005.11.09,cn816,Nov,9,11:12:35,cn816/cn816,ntpd,28022,"synchronized to 10.100.18.250, stratum 3",ef226888,synchronized to <*> stratum <*>,"['10.100.18.250,', '3']"
487,-,1131563555,2005.11.09,dn566,Nov,9,11:12:35,dn566/dn566,ntpd,31556,"synchronized to 10.100.30.250, stratum 3",ef226888,synchronized to <*> stratum <*>,"['10.100.30.250,', '3']"
488,-,1131563557,2005.11.09,cn905,Nov,9,11:12:37,cn905/cn905,ntpd,28320,"synchronized to 10.100.20.250, stratum 3",ef226888,synchronized to <*> stratum <*>,"['10.100.20.250,', '3']"
489,-,1131563557,2005.11.09,tbird-admin1,Nov,9,11:12:37,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1691,data_thread() got not answer from any [Thunderbird_C8] datasource,6391d957,data_thread() got not answer from any <*> datasource,['[Thunderbird_C8]']
490,-,1131563558,2005.11.09,cn932,Nov,9,11:12:38,cn932/cn932,ntpd,29999,"synchronized to 10.100.18.250, stratum 3",ef226888,synchronized to <*> stratum <*>,"['10.100.18.250,', '3']"
491,-,1131563558,2005.11.09,dn35,Nov,9,11:12:38,dn35/dn35,ntpd,19975,"synchronized to 10.100.26.250, stratum 3",ef226888,synchronized to <*> stratum <*>,"['10.100.26.250,', '3']"
492,-,1131563558,2005.11.09,tbird-sm1,Nov,9,11:12:38,src@tbird-sm1,ib_sm.x,24904,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************,1cfe3a76,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************,[]
493,-,1131563559,2005.11.09,bn181,Nov,9,11:12:39,bn181/bn181,ntpd,22064,"synchronized to 10.100.18.250, stratum 3",ef226888,synchronized to <*> stratum <*>,"['10.100.18.250,', '3']"
494,-,1131563559,2005.11.09,dn525,Nov,9,11:12:39,dn525/dn525,ntpd,32250,"synchronized to 10.100.28.250, stratum 3",ef226888,synchronized to <*> stratum <*>,"['10.100.28.250,', '3']"
495,-,1131563560,2005.11.09,tbird-admin1,Nov,9,11:12:40,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1691,data_thread() got not answer from any [Thunderbird_A1] datasource,6391d957,data_thread() got not answer from any <*> datasource,['[Thunderbird_A1]']
496,-,1131563562,2005.11.09,tbird-sm1,Nov,9,11:12:42,src@tbird-sm1,ib_sm.x,24904,[ib_sm_sweep.c:1455]: No topology change,eb0cfa2a,[ib_sm_sweep.c:1455]: No topology change,[]
497,-,1131563562,2005.11.09,tbird-sm1,Nov,9,11:12:42,src@tbird-sm1,ib_sm.x,24904,[ib_sm_sweep.c:1482]: No configuration change required,9db750e6,[ib_sm_sweep.c:1482]: No configuration change required,[]
498,-,1131563564,2005.11.09,#8#,Nov,9,11:12:44,#8#/#8#,sshd,3853,Local disconnected: Connection closed.,880f1546,Local disconnected: Connection closed.,[]
499,-,1131563564,2005.11.09,#8#,Nov,9,11:12:44,#8#/#8#,sshd,3853,connection lost: 'Connection closed.',f2f7a33e,connection lost: 'Connection closed.',[]
500,-,1131563564,2005.11.09,cn19,Nov,9,11:12:44,cn19/cn19,ntpd,13098,"synchronized to 10.100.22.250, stratum 3",ef226888,synchronized to <*> stratum <*>,"['10.100.22.250,', '3']"
501,-,1131563566,2005.11.09,cn578,Nov,9,11:12:46,cn578/cn578,ntpd,18757,"synchronized to 10.100.16.250, stratum 3",ef226888,synchronized to <*> stratum <*>,"['10.100.16.250,', '3']"
502,-,1131563566,2005.11.09,tbird-admin1,Nov,9,11:12:46,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1691,data_thread() got not answer from any [Thunderbird_A3] datasource,6391d957,data_thread() got not answer from any <*> datasource,['[Thunderbird_A3]']
503,-,1131563566,2005.11.09,tbird-admin1,Nov,9,11:12:46,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1691,data_thread() got not answer from any [Thunderbird_B2] datasource,6391d957,data_thread() got not answer from any <*> datasource,['[Thunderbird_B2]']
504,-,1131563567,2005.11.09,cn396,Nov,9,11:12:47,cn396/cn396,ntpd,13504,"synchronized to 10.100.20.250, stratum 3",ef226888,synchronized to <*> stratum <*>,"['10.100.20.250,', '3']"
505,-,1131563567,2005.11.09,tbird-admin1,Nov,9,11:12:47,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1691,data_thread() got not answer from any [Thunderbird_B6] datasource,6391d957,data_thread() got not answer from any <*> datasource,['[Thunderbird_B6]']
506,-,1131563567,2005.11.09,tbird-admin1,Nov,9,11:12:47,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1691,data_thread() got not answer from any [Thunderbird_B7] datasource,6391d957,data_thread() got not answer from any <*> datasource,['[Thunderbird_B7]']
507,-,1131563567,2005.11.09,tbird-admin1,Nov,9,11:12:47,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1691,data_thread() got not answer from any [Thunderbird_C6] datasource,6391d957,data_thread() got not answer from any <*> datasource,['[Thunderbird_C6]']
508,-,1131563569,2005.11.09,cn301,Nov,9,11:12:49,cn301/cn301,ntpd,22898,"synchronized to 10.100.22.250, stratum 3",ef226888,synchronized to <*> stratum <*>,"['10.100.22.250,', '3']"
509,-,1131563569,2005.11.09,dn780,Nov,9,11:12:49,dn780/dn780,ntpd,1139,"synchronized to 10.100.28.250, stratum 3",ef226888,synchronized to <*> stratum <*>,"['10.100.28.250,', '3']"
510,-,1131563569,2005.11.09,tbird-admin1,Nov,9,11:12:49,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1691,data_thread() got not answer from any [Thunderbird_B1] datasource,6391d957,data_thread() got not answer from any <*> datasource,['[Thunderbird_B1]']
511,-,1131563569,2005.11.09,tbird-admin1,Nov,9,11:12:49,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1691,data_thread() got not answer from any [Thunderbird_B3] datasource,6391d957,data_thread() got not answer from any <*> datasource,['[Thunderbird_B3]']
512,-,1131563570,2005.11.09,tbird-admin1,Nov,9,11:12:50,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1691,data_thread() got not answer from any [Thunderbird_A6] datasource,6391d957,data_thread() got not answer from any <*> datasource,['[Thunderbird_A6]']
513,-,1131563570,2005.11.09,tbird-admin1,Nov,9,11:12:50,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1691,data_thread() got not answer from any [Thunderbird_A8] datasource,6391d957,data_thread() got not answer from any <*> datasource,['[Thunderbird_A8]']
514,-,1131563570,2005.11.09,tbird-admin1,Nov,9,11:12:50,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1691,data_thread() got not answer from any [Thunderbird_C2] datasource,6391d957,data_thread() got not answer from any <*> datasource,['[Thunderbird_C2]']
515,-,1131563570,2005.11.09,tbird-admin1,Nov,9,11:12:50,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1691,data_thread() got not answer from any [Thunderbird_D6] datasource,6391d957,data_thread() got not answer from any <*> datasource,['[Thunderbird_D6]']
516,-,1131563571,2005.11.09,tbird-admin1,Nov,9,11:12:51,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1691,data_thread() got not answer from any [Thunderbird_A5] datasource,6391d957,data_thread() got not answer from any <*> datasource,['[Thunderbird_A5]']
517,-,1131563571,2005.11.09,tbird-admin1,Nov,9,11:12:51,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1691,data_thread() got not answer from any [Thunderbird_A7] datasource,6391d957,data_thread() got not answer from any <*> datasource,['[Thunderbird_A7]']
518,-,1131563572,2005.11.09,tbird-admin1,Nov,9,11:12:52,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1691,data_thread() got not answer from any [Thunderbird_C1] datasource,6391d957,data_thread() got not answer from any <*> datasource,['[Thunderbird_C1]']
519,-,1131563572,2005.11.09,tbird-sm1,Nov,9,11:12:52,src@tbird-sm1,ib_sm.x,24904,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************,1cfe3a76,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************,[]
520,-,1131563573,2005.11.09,cn290,Nov,9,11:12:53,cn290/cn290,ntpd,23984,"synchronized to 10.100.16.250, stratum 3",ef226888,synchronized to <*> stratum <*>,"['10.100.16.250,', '3']"
521,-,1131563574,2005.11.09,bn567,Nov,9,11:12:54,bn567/bn567,ntpd,30178,"synchronized to 10.100.8.250, stratum 3",ef226888,synchronized to <*> stratum <*>,"['10.100.8.250,', '3']"
522,-,1131563574,2005.11.09,tbird-admin1,Nov,9,11:12:54,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1691,data_thread() got not answer from any [Thunderbird_A2] datasource,6391d957,data_thread() got not answer from any <*> datasource,['[Thunderbird_A2]']
523,-,1131563574,2005.11.09,tbird-admin1,Nov,9,11:12:54,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1691,data_thread() got not answer from any [Thunderbird_B4] datasource,6391d957,data_thread() got not answer from any <*> datasource,['[Thunderbird_B4]']
524,-,1131563574,2005.11.09,tbird-admin1,Nov,9,11:12:54,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1691,data_thread() got not answer from any [Thunderbird_D7] datasource,6391d957,data_thread() got not answer from any <*> datasource,['[Thunderbird_D7]']
525,-,1131563575,2005.11.09,#8#,Nov,9,11:12:55,#8#/#8#,sshd,3992,Local disconnected: Connection closed.,880f1546,Local disconnected: Connection closed.,[]
526,-,1131563575,2005.11.09,#8#,Nov,9,11:12:55,#8#/#8#,sshd,3992,connection lost: 'Connection closed.',f2f7a33e,connection lost: 'Connection closed.',[]
527,-,1131563576,2005.11.09,dn778,Nov,9,11:12:56,dn778/dn778,ntpd,831,"synchronized to 10.100.26.250, stratum 3",ef226888,synchronized to <*> stratum <*>,"['10.100.26.250,', '3']"
528,-,1131563576,2005.11.09,tbird-admin1,Nov,9,11:12:56,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1691,data_thread() got not answer from any [Thunderbird_D4] datasource,6391d957,data_thread() got not answer from any <*> datasource,['[Thunderbird_D4]']
529,-,1131563576,2005.11.09,tbird-sm1,Nov,9,11:12:56,src@tbird-sm1,ib_sm.x,24904,[ib_sm_sweep.c:1455]: No topology change,eb0cfa2a,[ib_sm_sweep.c:1455]: No topology change,[]
530,-,1131563576,2005.11.09,tbird-sm1,Nov,9,11:12:56,src@tbird-sm1,ib_sm.x,24904,[ib_sm_sweep.c:1482]: No configuration change required,9db750e6,[ib_sm_sweep.c:1482]: No configuration change required,[]
531,-,1131563577,2005.11.09,tbird-admin1,Nov,9,11:12:57,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1691,data_thread() got not answer from any [Thunderbird_A4] datasource,6391d957,data_thread() got not answer from any <*> datasource,['[Thunderbird_A4]']
532,-,1131563577,2005.11.09,tbird-admin1,Nov,9,11:12:57,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1691,data_thread() got not answer from any [Thunderbird_B5] datasource,6391d957,data_thread() got not answer from any <*> datasource,['[Thunderbird_B5]']
533,-,1131563578,2005.11.09,tbird-admin1,Nov,9,11:12:58,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1691,data_thread() got not answer from any [Thunderbird_B8] datasource,6391d957,data_thread() got not answer from any <*> datasource,['[Thunderbird_B8]']
534,-,1131563578,2005.11.09,tbird-admin1,Nov,9,11:12:58,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1691,data_thread() got not answer from any [Thunderbird_D5] datasource,6391d957,data_thread() got not answer from any <*> datasource,['[Thunderbird_D5]']
535,-,1131563579,2005.11.09,cn1018,Nov,9,11:12:59,cn1018/cn1018,ntpd,19600,"synchronized to 10.100.20.250, stratum 3",ef226888,synchronized to <*> stratum <*>,"['10.100.20.250,', '3']"
536,-,1131563579,2005.11.09,cn300,Nov,9,11:12:59,cn300/cn300,ntpd,24356,"synchronized to 10.100.22.250, stratum 3",ef226888,synchronized to <*> stratum <*>,"['10.100.22.250,', '3']"
537,-,1131563579,2005.11.09,tbird-admin1,Nov,9,11:12:59,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1691,data_thread() got not answer from any [Thunderbird_C4] datasource,6391d957,data_thread() got not answer from any <*> datasource,['[Thunderbird_C4]']
538,-,1131563579,2005.11.09,tbird-admin1,Nov,9,11:12:59,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1691,data_thread() got not answer from any [Thunderbird_C5] datasource,6391d957,data_thread() got not answer from any <*> datasource,['[Thunderbird_C5]']
539,-,1131563581,2005.11.09,tbird-admin1,Nov,9,11:13:01,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1691,data_thread() got not answer from any [Thunderbird_D8] datasource,6391d957,data_thread() got not answer from any <*> datasource,['[Thunderbird_D8]']
540,-,1131563582,2005.11.09,tbird-admin1,Nov,9,11:13:02,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1691,data_thread() got not answer from any [Thunderbird_C8] datasource,6391d957,data_thread() got not answer from any <*> datasource,['[Thunderbird_C8]']
541,-,1131563585,2005.11.09,cn290,Nov,9,11:13:05,cn290/cn290,ntpd,23984,"synchronized to 10.100.22.250, stratum 3",ef226888,synchronized to <*> stratum <*>,"['10.100.22.250,', '3']"
542,-,1131563585,2005.11.09,dn778,Nov,9,11:13:05,dn778/dn778,ntpd,831,"synchronized to 10.100.28.250, stratum 3",ef226888,synchronized to <*> stratum <*>,"['10.100.28.250,', '3']"
543,-,1131563585,2005.11.09,dn795,Nov,9,11:13:05,dn795/dn795,ntpd,1690,"synchronized to 10.100.28.250, stratum 3",ef226888,synchronized to <*> stratum <*>,"['10.100.28.250,', '3']"
544,-,1131563586,2005.11.09,cn12,Nov,9,11:13:06,cn12/cn12,ntpd,14571,"synchronized to 10.100.20.250, stratum 3",ef226888,synchronized to <*> stratum <*>,"['10.100.20.250,', '3']"
545,-,1131563586,2005.11.09,cn141,Nov,9,11:13:06,cn141/cn141,ntpd,27858,"synchronized to 10.100.20.250, stratum 3",ef226888,synchronized to <*> stratum <*>,"['10.100.20.250,', '3']"
546,-,1131563586,2005.11.09,dn563,Nov,9,11:13:06,dn563/dn563,ntpd,31670,"synchronized to 10.100.28.250, stratum 3",ef226888,synchronized to <*> stratum <*>,"['10.100.28.250,', '3']"
547,-,1131563586,2005.11.09,tbird-sm1,Nov,9,11:13:06,src@tbird-sm1,ib_sm.x,24904,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************,1cfe3a76,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************,[]
548,-,1131563587,2005.11.09,cn433,Nov,9,11:13:07,cn433/cn433,ntpd,11532,"synchronized to 10.100.20.250, stratum 3",ef226888,synchronized to <*> stratum <*>,"['10.100.20.250,', '3']"
549,-,1131563587,2005.11.09,dn529,Nov,9,11:13:07,dn529/dn529,ntpd,31555,"synchronized to 10.100.30.250, stratum 3",ef226888,synchronized to <*> stratum <*>,"['10.100.30.250,', '3']"
550,-,1131563587,2005.11.09,dn751,Nov,9,11:13:07,dn751/dn751,ntpd,31397,"synchronized to 10.100.28.250, stratum 3",ef226888,synchronized to <*> stratum <*>,"['10.100.28.250,', '3']"
551,-,1131563588,2005.11.09,cn549,Nov,9,11:13:08,cn549/cn549,ntpd,14729,"synchronized to 10.100.18.250, stratum 3",ef226888,synchronized to <*> stratum <*>,"['10.100.18.250,', '3']"
552,-,1131563589,2005.11.09,cn912,Nov,9,11:13:09,cn912/cn912,ntpd,28300,"synchronized to 10.100.18.250, stratum 3",ef226888,synchronized to <*> stratum <*>,"['10.100.18.250,', '3']"
553,-,1131563590,2005.11.09,tbird-sm1,Nov,9,11:13:10,src@tbird-sm1,ib_sm.x,24904,[ib_sm_sweep.c:1455]: No topology change,eb0cfa2a,[ib_sm_sweep.c:1455]: No topology change,[]
554,-,1131563590,2005.11.09,tbird-sm1,Nov,9,11:13:10,src@tbird-sm1,ib_sm.x,24904,[ib_sm_sweep.c:1482]: No configuration change required,9db750e6,[ib_sm_sweep.c:1482]: No configuration change required,[]
555,-,1131563591,2005.11.09,dn996,Nov,9,11:13:11,dn996/dn996,ntpd,723,"synchronized to 10.100.28.250, stratum 3",ef226888,synchronized to <*> stratum <*>,"['10.100.28.250,', '3']"
556,-,1131563592,2005.11.09,bn568,Nov,9,11:13:12,bn568/bn568,ntpd,22809,"synchronized to 10.100.12.250, stratum 3",ef226888,synchronized to <*> stratum <*>,"['10.100.12.250,', '3']"
557,-,1131563592,2005.11.09,cn534,Nov,9,11:13:12,cn534/cn534,ntpd,16244,"synchronized to 10.100.20.250, stratum 3",ef226888,synchronized to <*> stratum <*>,"['10.100.20.250,', '3']"
558,-,1131563593,2005.11.09,tbird-admin1,Nov,9,11:13:13,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1691,data_thread() got not answer from any [Thunderbird_A1] datasource,6391d957,data_thread() got not answer from any <*> datasource,['[Thunderbird_A1]']
559,-,1131563593,2005.11.09,tbird-admin1,Nov,9,11:13:13,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1691,data_thread() got not answer from any [Thunderbird_B6] datasource,6391d957,data_thread() got not answer from any <*> datasource,['[Thunderbird_B6]']
560,-,1131563595,2005.11.09,tbird-admin1,Nov,9,11:13:15,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1691,data_thread() got not answer from any [Thunderbird_A6] datasource,6391d957,data_thread() got not answer from any <*> datasource,['[Thunderbird_A6]']
561,-,1131563595,2005.11.09,tbird-admin1,Nov,9,11:13:15,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1691,data_thread() got not answer from any [Thunderbird_B1] datasource,6391d957,data_thread() got not answer from any <*> datasource,['[Thunderbird_B1]']
562,-,1131563595,2005.11.09,tbird-admin1,Nov,9,11:13:15,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1691,data_thread() got not answer from any [Thunderbird_B2] datasource,6391d957,data_thread() got not answer from any <*> datasource,['[Thunderbird_B2]']
563,-,1131563595,2005.11.09,tbird-admin1,Nov,9,11:13:15,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1691,data_thread() got not answer from any [Thunderbird_C2] datasource,6391d957,data_thread() got not answer from any <*> datasource,['[Thunderbird_C2]']
564,-,1131563596,2005.11.09,cn9,Nov,9,11:13:16,cn9/cn9,ntpd,14789,"synchronized to 10.100.16.250, stratum 3",ef226888,synchronized to <*> stratum <*>,"['10.100.16.250,', '3']"
565,-,1131563596,2005.11.09,tbird-admin1,Nov,9,11:13:16,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1691,RRD_update (/var/lib/ganglia/rrds/D Nodes/dn731/pkts_out.rrd): illegal attempt to update using time 1131559996 when last update time is 1131559996 (minimum one second step),a567d7d8,RRD_update (/var/lib/ganglia/rrds/D Nodes/dn731/pkts_out.rrd): illegal attempt to update using time 1131559996 when last update time is 1131559996 (minimum one second step),[]
566,-,1131563596,2005.11.09,tbird-admin1,Nov,9,11:13:16,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1691,data_thread() got not answer from any [Thunderbird_A7] datasource,6391d957,data_thread() got not answer from any <*> datasource,['[Thunderbird_A7]']
567,-,1131563597,2005.11.09,tbird-admin1,Nov,9,11:13:17,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1691,data_thread() got not answer from any [Thunderbird_B3] datasource,6391d957,data_thread() got not answer from any <*> datasource,['[Thunderbird_B3]']
568,-,1131563597,2005.11.09,tbird-admin1,Nov,9,11:13:17,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1691,data_thread() got not answer from any [Thunderbird_C6] datasource,6391d957,data_thread() got not answer from any <*> datasource,['[Thunderbird_C6]']
569,-,1131563598,2005.11.09,cn798,Nov,9,11:13:18,cn798/cn798,ntpd,28046,"synchronized to 10.100.20.250, stratum 3",ef226888,synchronized to <*> stratum <*>,"['10.100.20.250,', '3']"
570,-,1131563598,2005.11.09,tbird-admin1,Nov,9,11:13:18,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1691,data_thread() got not answer from any [Thunderbird_D6] datasource,6391d957,data_thread() got not answer from any <*> datasource,['[Thunderbird_D6]']
571,-,1131563599,2005.11.09,bn175,Nov,9,11:13:19,bn175/bn175,ntpd,21428,"synchronized to 10.100.22.250, stratum 3",ef226888,synchronized to <*> stratum <*>,"['10.100.22.250,', '3']"
572,-,1131563599,2005.11.09,tbird-admin1,Nov,9,11:13:19,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1691,data_thread() got not answer from any [Thunderbird_A5] datasource,6391d957,data_thread() got not answer from any <*> datasource,['[Thunderbird_A5]']
573,-,1131563600,2005.11.09,cn397,Nov,9,11:13:20,cn397/cn397,ntpd,13382,"synchronized to 10.100.22.250, stratum 3",ef226888,synchronized to <*> stratum <*>,"['10.100.22.250,', '3']"
574,-,1131563600,2005.11.09,dn550,Nov,9,11:13:20,dn550/dn550,ntpd,31607,"synchronized to 10.100.28.250, stratum 3",ef226888,synchronized to <*> stratum <*>,"['10.100.28.250,', '3']"
575,-,1131563600,2005.11.09,tbird-admin1,Nov,9,11:13:20,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1691,data_thread() got not answer from any [Thunderbird_A3] datasource,6391d957,data_thread() got not answer from any <*> datasource,['[Thunderbird_A3]']
576,-,1131563600,2005.11.09,tbird-admin1,Nov,9,11:13:20,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1691,data_thread() got not answer from any [Thunderbird_B7] datasource,6391d957,data_thread() got not answer from any <*> datasource,['[Thunderbird_B7]']
577,-,1131563600,2005.11.09,tbird-sm1,Nov,9,11:13:20,src@tbird-sm1,ib_sm.x,24904,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************,1cfe3a76,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************,[]
578,-,1131563601,2005.11.09,tbird-admin1,Nov,9,11:13:21,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1691,data_thread() got not answer from any [Thunderbird_B4] datasource,6391d957,data_thread() got not answer from any <*> datasource,['[Thunderbird_B4]']
579,-,1131563601,2005.11.09,tbird-admin1,Nov,9,11:13:21,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1691,data_thread() got not answer from any [Thunderbird_C1] datasource,6391d957,data_thread() got not answer from any <*> datasource,['[Thunderbird_C1]']
580,-,1131563602,2005.11.09,bn825,Nov,9,11:13:22,bn825/bn825,ntpd,23041,"synchronized to 10.100.22.250, stratum 3",ef226888,synchronized to <*> stratum <*>,"['10.100.22.250,', '3']"
581,-,1131563602,2005.11.09,dn751,Nov,9,11:13:22,dn751/dn751,ntpd,31397,"synchronized to 10.100.30.250, stratum 3",ef226888,synchronized to <*> stratum <*>,"['10.100.30.250,', '3']"
582,-,1131563602,2005.11.09,tbird-admin1,Nov,9,11:13:22,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1691,data_thread() got not answer from any [Thunderbird_D7] datasource,6391d957,data_thread() got not answer from any <*> datasource,['[Thunderbird_D7]']
583,-,1131563604,2005.11.09,dn312,Nov,9,11:13:24,dn312/dn312,ntpd,32641,"synchronized to 10.100.30.250, stratum 3",ef226888,synchronized to <*> stratum <*>,"['10.100.30.250,', '3']"
584,-,1131563604,2005.11.09,tbird-admin1,Nov,9,11:13:24,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1691,data_thread() got not answer from any [Thunderbird_A8] datasource,6391d957,data_thread() got not answer from any <*> datasource,['[Thunderbird_A8]']
